ID,Name,Label,Owner,Ownership,Proof,Shonai,Kodomo,Type,Address,Address2,Y,X,Url,Tel,Fax,Full,AgeS,AgeE,Open,Close,H24,Memo,Extra,Temp,Holiday,Night,Vacancy,VacancyDate,Remarks,Parking,Bus,Uniform,Smock,Lunch_u3,Lunch_o3,Trainingwear,Cost,Competition,OpeningDate,Playground,Playroom,Pool,Sakidori,Hoikuroom
3036,ひなたぼっこ保育園,,,私立,,N,N,認可保育施設,千葉市中央区新宿2-5-13 2F,,35.6070455,140.1161122,,043-242-6870,043-242-6871,39,0,5,7:00,20:00,N,,Y,N,N,N,N,20180101,,0,,なし,なし,提供,提供,なし,,,,N,,,N,N
3037,はまかぜ保育園,,,私立,,N,N,認可保育施設,千葉市中央区中央港1-24-14 1F,,35.6077635,140.1008716,,043-238-1191,043-238-1192,40,0,5,7:00,20:00,N,,Y,N,N,N,N,20180101,,0,,なし,なし,提供,提供,指定（3歳以上）,,,,N,,,N,N
3038,いなほ保育園,,,私立,,N,N,認可保育施設,千葉市稲毛区稲毛東2-17-13 2F,,35.6377691,140.0880965,,043-244-7261,043-244-7261,50,0,5,7:00,20:00,N,,Y,N,N,N,Y,20180101,,0,,なし,なし,提供,提供,なし,,,,N,,,N,N
3039,キッズマーム保育園,,,私立,,N,N,認可保育施設,千葉市若葉区西都賀3-17-12,,35.637711,140.149886,,043-206-0177,043-239-7334,58,0,5,7:00,20:00,N,,Y,N,N,N,Y,20180101,,1,,なし,なし,提供,提供,なし,,,,N,,,N,N
3040,アスク海浜幕張保育園,,,私立,,N,N,認可保育施設,千葉市美浜区中瀬1-3 1F,,35.6516948,140.0415056,http://www.nihonhoiku.co.jp/blog/makuhari/,043-296-3200,043-274-7255,59,0,5,7:00,20:00,N,,Y,N,N,N,N,20180101,,0,,なし,指定（希望者のみ）,提供,提供,指定（希望者のみ）,,,,N,,,N,N
3041,明徳浜野駅保育園,,,私立,,N,N,認可保育施設,千葉市中央区村田町668-2,,35.5517787,140.1318588,http://hamanoeki-hoikuen.blogspot.jp/,043-497-6326,043-266-6339,36,0,5,7:00,20:00,N,,Y,N,N,N,N,20180101,,0,,なし,なし,提供,提供（無料）,なし,,,,N,,,N,N
3042,幕張いもっこ保育園,,,私立,,N,N,認可保育施設,千葉市花見川区幕張町4-608-1,,35.6604191,140.0557238,http://imokko.yu-nagi.com/,043-299-8116,043-299-8088,135,0,5,7:00,20:00,N,,Y,N,N,N,N,20180101,,0,,なし,なし,提供,提供,なし,,,,Y,,,N,N
3043,稲毛すきっぷ保育園,,,私立,,N,N,認可保育施設,千葉市稲毛区小仲台6-12-16,,35.6400552,140.0934236,http://www.skip-hoikuen.com/inage/,043-290-5615,043-290-5617,48,0,5,7:00,20:00,N,,Y,N,N,N,Y,20180101,,2,,なし,なし,提供,提供,なし,,,,N,,,N,N
3044,千葉聖心保育園,,,私立,,N,N,認可保育施設,千葉市若葉区若松町531-197,,35.6464245,140.1465638,http://seishin-m.ed.jp/hoikuen/,043-304-3606,043-304-3607,75,0,5,7:00,20:00,N,,Y,N,N,N,Y,20180101,,100,,なし,なし,提供,提供,指定（3歳以上）,,,,Y,,,N,N
3045,真生保育園,,,私立,,N,N,認可保育施設,千葉市緑区おゆみ野南5-29-1,,35.5472688,140.1744725,http://shinsei.kenzenfukai.or.jp/,043-292-9333,043-292-9344,90,0,5,7:00,20:00,N,,Y,N,N,N,N,20180101,,8,,なし,なし,提供,提供,なし,,,,Y,,,N,N
3046,アップルナースリー検見川浜保育園,,,私立,,N,N,認可保育施設,千葉市美浜区真砂4-1-10 5F,,35.6387217,140.0614378,http://apple-nursery.com/kemigawahama_intro,043-270-2501,043-270-2501,30,0,5,7:00,20:00,N,,Y,N,N,N,N,20180101,,0,,なし,なし,提供,提供,指定,,,,N,,,N,N
3047,千葉みなとのぞみ保育園,,,私立,,N,N,認可保育施設,千葉市中央区中央港1-22-7 2F,,35.6052669,140.1027598,http://www.temp-wish.co.jp/nursery_school/,043-246-7827,043-246-7832,30,0,5,7:00,20:00,N,,Y,N,N,N,N,20180101,,0,,なし,なし,提供,提供,なし,,,,N,,,N,N
3048,いろは保育園,,,私立,,N,N,認可保育施設,千葉市中央区問屋町１3-5,,35.60289,140.1091269,,043-241-2221,043-241-2220,40,0,5,7:00,20:00,N,,Y,N,N,N,N,20180101,,2,,なし,なし,提供,提供,なし,,,,N,,,N,N
3049,稲毛ひだまり保育園,,,私立,,N,N,認可保育施設,千葉市稲毛区小仲台5-3-2,,35.6413969,140.0963482,,043-206-1321,043-206-1322,59,0,5,7:00,20:00,N,,Y,N,N,N,N,20180101,,5,,なし,なし,提供,持参,なし,,,,N,,,N,N
3050,茶々まくはり保育園,,,私立,,N,N,認可保育施設,千葉市美浜区打瀬2―18-2,,35.6381882,140.0456223,http://chacha.or.jp/,043-276-5753,043-276-5757,110,0,5,7:00,20:00,N,,Y,Y,N,N,N,20180101,,9,,なし,なし,提供,提供,なし,,,,Y,,,N,N
3051,ローゼンそが保育園,,,私立,,N,N,認可保育施設,千葉市中央区蘇我5-44-2,,35.5693992,140.1392124,http://www.engokai.or.jp/soga_hp/,043-308-4110,043-308-4601,90,0,5,7:00,20:00,N,,Y,Y,N,N,N,20180101,,12,,なし,なし,提供,提供,なし,,,,Y,,,N,N
3052,みなと公園のぞみ保育園,,,私立,,N,N,認可保育施設,千葉市中央区中央港1-1-1,,35.6068166,140.1027854,http://www.temp-wish.co.jp/nursery_school/,043-246-7806,043-246-5866,90,0,5,7:00,20:00,N,,Y,N,N,N,Y,20180101,,0,,なし,なし,提供,提供,なし,,,,Y,,,N,N
3054,ココファン・ナーサリーおゆみ野,,,私立,,N,N,認可保育施設,千葉市緑区おゆみ野4-3-5,,35.5593457,140.1820855,,043-292-8720,043-292-8680,90,0,5,7:00,20:00,N,,Y,N,N,N,N,20180101,,4,,なし,なし,提供,提供,なし,,,,Y,,,N,N
3055,おゆみ野すきっぷ保育園,,,私立,,N,N,認可保育施設,千葉市緑区おゆみ野南3-25-1 1F,,35.5495628,140.1659477,http://www.skip-hoikuen.com/oyumino/,043-293-3761,043-293-3762,36,0,5,7:00,20:00,N,,Y,N,N,N,N,20180101,,1,,なし,なし,提供,提供,なし,,,,N,,,N,N
3056,たかし保育園稲毛海岸,,,私立,,N,N,認可保育施設,千葉市美浜区稲毛海岸3-1-30 2F,,35.635336,140.0803112,http://mobara-takashi.com/,043-243-8222,043-243-8333,30,0,5,7:00,20:00,N,,Y,N,N,N,N,20180101,,3,,なし,なし,提供,持参,指定（3歳以上）,,,,N,,,N,N
3057,千葉女子専門学校附属聖こども園,,,私立,,N,Y,認可保育施設,千葉市美浜区高洲2-3-24,,35.622683,140.076472,http://www.hijiri-youchien.jp/index.html,043-245-0626,043-241-0624,156,0,5,7:00,20:00,N,,Y,N,N,N,N,20180101,,8,,指定（3歳以上）,指定,提供,提供,指定（3歳以上）,,,,Y,,,N,N
3058,幕張本郷きらきら保育園,,,私立,,N,N,認可保育施設,千葉市花見川区幕張本郷5-8-8,,35.6735173,140.0461381,,043-350-0415,043-276-0411,59,0,5,7:00,20:00,N,,Y,N,N,N,N,20180101,,0,,なし,なし,提供,提供（無料）,なし,,,,N,,,N,N
3059,泉保育園,,,私立,,N,N,認可保育施設,千葉市花見川区幕張本郷6-21-20,,35.6762253,140.0447409,,043-441-3551,043-299-5678,60,0,5,7:00,20:00,N,,Y,N,N,N,Y,20180101,,2,,なし,なし,提供,提供,なし,,,,Y,,,N,N
3060,ココファン・ナーサリー稲毛,,,私立,,N,N,認可保育施設,千葉市稲毛区稲毛東3-12-2,,35.6351807,140.0924197,http://nursery.cocofump.co.jp/,043-243-9151,043-243-7701,59,0,5,7:00,20:00,N,,Y,N,N,N,Y,20180101,,3,,なし,なし,提供,提供,なし,,,,Y,,,N,N
3061,都賀保育園,,,私立,,N,N,認可保育施設,千葉市若葉区都賀5-1-11,,35.6367019,140.1540082,,043-231-1600,043-231-1666,90,0,5,7:00,20:00,N,,Y,Y,N,N,N,20180101,,9,,なし,なし,提供,提供,なし,,,,Y,,,N,N
3062,ニチイキッズあすみが丘保育園,,,私立,,N,N,認可保育施設,千葉市緑区あすみが丘5-6-3,,35.5313576,140.2626338,http://www.nichiikids.net/nursery/other/asumigaoka/index.html,043-205-5367,043-205-5368,59,0,5,7:00,20:00,N,,Y,N,N,N,Y,20180101,,3,,なし,なし,提供,提供,なし,,,,Y,,,N,N
3063,美光保育園,,,私立,,N,N,認可保育施設,千葉市緑区大膳野町1-6,,35.5476662,140.187161,http://www.mihikari.kenzenfukai.or.jp/,043-300-0123,043-300-0122,90,0,5,7:00,20:00,N,,Y,Y,N,N,N,20180101,,20,,なし,なし,提供,提供,なし,,,,Y,,,N,N
3064,第２幕張海浜保育園,,,私立,,N,N,認可保育施設,千葉市美浜区ひび野2-110,,35.648448,140.0420001,http://www.ainosono.or.jp/makuhari2/,043-216-2255,043-216-2256,30,0,5,7:00,20:00,N,,Y,N,N,N,N,20180101,,0,,なし,指定,提供,持参,なし,,,,N,,,N,N
3065,ピラミッドメソッド千葉保育園,,,私立,,N,N,認可保育施設,千葉市中央区新田町7-16,,35.6081284,140.1135484,,043-239-6008,043-239-6018,59,0,5,7:00,20:00,N,,Y,N,N,N,N,20180101,,0,,なし,なし,提供,提供（無料）,なし,,,,N,,,N,N
3066,ルーチェ保育園千葉新田町,,,私立,,N,N,認可保育施設,千葉市中央区新田町33-1 1F,,35.607556,140.110257,,043-306-7655,043-306-7656,59,0,5,7:00,20:00,N,,Y,N,N,N,Y,20180101,,0,N,なし,指定,提供,提供,なし,,,,N,172.08,N,N,N
3067,ふぇりーちぇほいくえん,,,私立,,N,N,認可保育施設,千葉市中央区祐光2-7-8,,35.6168498,140.1239636,,043-221-7755,043-221-7756,59,0,5,7:00,20:00,N,,Y,N,N,N,Y,20180101,,0,,なし,なし,提供,提供,なし,,,,N,,,N,N
3068,新検見川すきっぷ保育園,,,私立,,N,N,認可保育施設,千葉市花見川区花園町1573-1,,35.6517285,140.0793719,,043-306-7245,043-306-7246,40,0,5,7:00,20:00,N,,Y,N,N,N,N,20180101,,10,,なし,なし,提供,提供,なし,,,,Y,,,N,N
3069,幕張本郷ナーサリー,,,私立,,N,N,認可保育施設,千葉市花見川区幕張本郷2-21-1,,35.668226,140.0386278,,043-272-5666,043-272-5666,48,0,5,7:00,20:00,N,,Y,N,N,N,N,20180101,,3,,なし,なし,提供,提供,なし,,,,N,,,N,N
3070,ししの子保育園,,,私立,,N,N,認可保育施設,千葉市稲毛区小仲台3-8-5,,35.6386834,140.0972232,,043-305-4367,043-305-4367,58,0,5,7:00,20:00,N,,Y,N,N,N,Y,20180101,,2,,なし,なし,提供,提供,なし,,,,N,,,N,N
3071,アストロナーサリー小仲台,,,私立,,N,N,認可保育施設,千葉市稲毛区小仲台7-10-36,,35.6444378,140.0892295,,043-306-1510,043-306-1510,30,0,5,7:00,20:00,N,,Y,Y,N,N,N,20180101,,3,,なし,なし,提供,提供,なし,,,,N,,,N,N
3072,ウィズダムナーサリースクール,,,私立,,N,Y,認可保育施設,千葉市稲毛区園生町787-4,,35.6460801,140.1066775,,043-287-0008,043-255-5859,59,0,5,7:00,20:00,N,一時預かりは不定期利用のみ,Y,N,N,N,N,20180101,,4,,指定,指定（1歳児）,提供,提供,指定（3歳児）,特定負担あり,,,Y,,,N,N
1210012,ココファン・ナーサリー稲毛東,,,私立,,N,N,認可保育施設,千葉市稲毛区稲毛東4-8-10,,35.6385524,140.0901574,,043-243-3531,,56,0,5,7:00,20:00,N,,Y,N,N,N,Y,20180101,,0,,なし,なし,提供,提供,なし,,,,N,,,N,N
1210013,アストロキャンプ稲毛東保育園,,,私立,,N,N,認可保育施設,千葉市稲毛区稲毛東4-2-21,,35.6378552,140.0896547,,043-247-1510,,40,0,5,7:00,20:00,N,,Y,Y,N,N,N,20180101,,2,,なし,なし,提供,提供,なし,,,,N,,,N,N
1210014,あおぞら保育園,,,私立,,N,N,認可保育施設,千葉市緑区鎌取町273-146,,35.5701219,140.1737439,,043-312-0427,,31,0,5,7:00,20:00,N,,Y,N,N,N,N,20180101,,8,,なし,指定（3歳以上）,提供,提供,なし,,,,Y,,,N,N
1210015,テンダーラビング保育園誉田,,,私立,,N,N,認可保育施設,千葉市緑区誉田町2-24-7,,35.5474377,140.2131754,,043-312-1515,,59,0,5,7:00,20:00,N,,Y,N,N,N,Y,20180101,,10,,なし,なし,提供,提供,なし,,,,Y,,,N,N
1210016,誉田おもいやり保育園,,,私立,,N,N,認可保育施設,千葉市緑区誉田町2-23-290,,35.5486072,140.208112,,043-312-1651,,59,0,5,7:00,20:00,N,,Y,Y,N,N,Y,20180101,,20,,なし,なし,提供,提供,指定,,,,Y,,,N,N
1210017,ほのぼのたんぽぽ保育園,,,私立,,N,N,認可保育施設,千葉市花見川区幕張本郷1-20-9,,35.6718145,140.0379389,,043-271-4152,,59,0,5,7:00,20:00,N,,Y,N,N,N,N,20180101,,2,,なし,指定（3歳以上）,提供,提供,指定（3歳以上）,,,,Y,,,N,N
1210018,スクルドエンジェル保育園幕張園,,,私立,,N,N,認可保育施設,千葉市花見川区幕張町2-1411,,35.66556,140.0484909,,043-306-3783,,27,0,5,7:00,20:00,N,,Y,N,N,N,N,20180101,,0,,なし,なし,提供,提供（無料）,なし,,,,Y,,,N,N
1210019,あい・あい保育園 幕張園,,,私立,,N,N,認可保育施設,千葉市花見川区幕張町5-150-15,,35.6580222,140.0559321,,043-296-7098,,29,0,5,7:00,20:00,N,一時預かりは不定期利用のみ,Y,N,N,N,N,20180101,,1,,なし,なし,提供,提供,なし,,,,N,,,N,N
1210020,さくらんぼ保育園,,,私立,,N,N,認可保育施設,千葉市緑区高田町1083-13,,35.5500344,140.2218302,,043-300-3715,,30,0,5,7:00,20:00,N,,Y,N,N,N,N,20180101,,10,,なし,なし,提供,提供,なし,,,,Y,,,N,N
1210021,げんき保育園,,,私立,,N,N,認可保育施設,千葉市緑区おゆみ野3-26-1,,35.5612784,140.1744803,,043-293-1844,,48,0,5,7:00,20:00,N,,Y,N,N,N,Y,20180101,,5,,なし,なし,提供,提供,なし,,,,N,,,N,N
1210022,マミー＆ミーおゆみ野,,,私立,,N,N,認可保育施設,千葉市緑区おゆみ野中央6-50-10,,35.552124,140.1846722,,043-300-4471,,40,0,5,7:00,20:00,N,,Y,N,N,N,Y,20180101,,4,,なし,なし,提供,提供（無料）,なし,,,,Y,,,N,N
1210031,寒川保育園,,,私立,,N,N,認可保育施設,千葉市中央区寒川町2-120-1,,35.595525,140.12182,http://www.fuyoufukushikai.com/index.php,043-265-6115,,90,0,5,7:00,20:00,N,,Y,Y,N,N,Y,20180101,,4,,指定（3歳以上）,なし,提供,持参,指定（3歳以上）,,,,Y,,,N,N
1210035,そらまめ保育園新千葉駅前園,,,私立,,N,N,認可保育施設,千葉市中央区登戸2-11-6,,35.612119,140.1082596,http://www.soramame-kids.jp/index.html,043-238-5066,043-238-5066,40,0,5,7:00,20:00,N,,Y,N,N,N,Y,20180101,,2,,なし,なし,提供,提供,なし,,,,N,,,N,N
1210109,本千葉エンゼルホーム保育園,,,私立,,N,N,認可保育施設,千葉市中央区港町16-37,,35.6006245,140.1207845,,043-215-8886,,40,0,5,7:00,20:00,N,,Y,N,N,N,Y,20180101,,0,,なし,なし,提供,提供（無料）,なし,,,,N,,,N,N
1210110,かるがも保育園おゆみ野園,,,私立,,N,N,認可保育施設,千葉市緑区おゆみ野4-23-2,,35.5576732,140.1770694,,043-300-1152,,29,0,5,7:00,20:00,N,,Y,N,N,N,N,20180101,,4,,指定（2歳以上）,なし,提供,提供,なし,,,,Y,,,N,N
1210111,なのはな保育園,,,私立,,N,N,認可保育施設,千葉市美浜区幸町1-21-8,,35.6157705,140.100149,,043-248-2478,,28,0,5,7:00,20:00,N,一時預かりは不定期利用のみ,Y,N,N,N,N,20180101,,0,,なし,なし,提供,提供（無料）,なし,,,,N,,,N,N
1210112,ミルキーホーム都賀園,,,私立,,N,N,認可保育施設,千葉市若葉区都賀3-8-14,,35.6368905,140.1516083,,043-235-1077,,50,0,5,7:00,21:00,N,,Y,Y,Y,N,Y,20180101,,4,,なし,指定,提供,提供,なし,,,,N,,,N,N
1210114,ぴょんぴょん保育園,,,私立,,N,N,認可保育施設,千葉市花見川区作新台1-6-11,,35.6904995,140.0916307,,043-257-6730,,20,0,5,7:00,20:00,N,,Y,N,N,N,Y,20180101,,0,,なし,指定（1歳以上）,提供,提供,なし,,,,N,,,N,N
1210115,まほろばのお日さま保育園,,,私立,,N,N,認可保育施設,千葉市若葉区みつわ台5-21-14,,35.648786,140.138451,,043-307-5518,,29,0,5,7:00,20:00,N,,Y,N,N,N,Y,20180101,,3,,なし,なし,提供,提供,なし,,,,N,,,N,N
1210120,あい・あい保育園 土気園,,,私立,,N,N,認可保育施設,千葉市緑区土気町1583-25,,35.5341022,140.2722937,,043-309-4141,,58,0,5,7:00,20:00,N,,Y,N,N,N,N,20180101,,6,,なし,なし,提供,提供,なし,,,,Y,,,N,N
1210121,キートスチャイルドケア新田町,,,私立,,N,N,認可保育施設,千葉市中央区新田町10-14,,35.6088004,140.1126734,,043-216-5516,,59,0,5,7:00,20:00,N,一時預かりは不定期利用のみ,Y,N,N,N,Y,20180101,,0,,なし,なし,提供,持参,なし,,,,N,,,N,N
1210133,マミー＆ミー西都賀,,,私立,,N,N,認可保育施設,千葉市若葉区西都賀3-20-3 1Ｆ,,35.6376903,140.1505778,,043-290-5860,,28,0,5,7:00,20:00,N,,Y,N,N,N,N,20180101,,1,,なし,なし,提供,提供（無料）,なし,,,,N,,,N,N
1210136,幕張本郷すきっぷ保育園,,,私立,,N,N,認可保育施設,千葉市花見川区幕張本郷6-27-10,,35.674156,140.04333,,043-215-8871,,56,0,5,7:00,20:00,N,,Y,N,N,N,N,20180101,,0,,なし,なし,提供,提供,なし,,,,Y,,,N,N
1210162,若葉保育園,,,私立,,N,N,認可保育施設,千葉市若葉区原町925-21,,35.6359592,140.1413725,,043-207-5667,,59,0,5,7:00,20:00,N,,Y,N,N,N,Y,20180101,,6,,なし,なし,提供,持参,なし,,,,Y,,,N,N
1210201,花見川さくら学園保育園,,,私立,,N,N,認可保育施設,千葉市花見川区花島町430-35,,35.6876221,140.1017214,,043-250-4150,,60,0,5,7:00,20:00,N,,Y,N,N,N,N,20180101,,4,,指定（３歳以上）,指定（３歳未満）,提供,提供,指定（３歳以上）,,,,Ｙ,,,N,N
1210224,そが中央保育園,,,私立,,N,N,認可保育施設,千葉市中央区蘇我4-13-16,,35.567141,140.135238,,043-264-7952,,50,0,5,7:00,20:00,N,,Y,N,,N,Y,20180101,,4,,なし,なし,提供,持参,なし,,,,Y,,,N,N
1210225,すえひろ保育園,,,私立,,N,N,認可保育施設,千葉市中央区末広4-21-4,,35.589045,140.127562,,043-310-5552,,90,0,5,7:00,20:00,N,,Y,Y,,N,N,20180101,,5,,なし,なし,提供,提供,なし,,,,Y,,,N,N
1210226,千葉こども保育園,,,私立,,N,N,認可保育施設,千葉市中央区本千葉町8-17,,35.606251,140.119317,,043-225-6151,,36,0,5,7:15,19:15,N,,Y,N,,N,Y,20180101,,0,,なし,なし,提供,提供,なし,,,,N,,,N,N
1210227,にじのいろ保育園,,,私立,,N,N,認可保育施設,千葉市中央区末広2-12-17,,35.595608,140.12624,,043-312-1187,,40,0,5,7:30,18:30,N,,N,Y,,N,Y,20180101,,2,,なし,なし,提供,持参,なし,,,,N,,,N,N
1210228,日乃出保育園,,,私立,,N,N,認可保育施設,千葉市花見川区長作町8,,35.678261,140.069515,,0120-993-952,,36,0,5,7:00,20:00,N,,Y,N,,N,Y,20180101,,5,,なし,なし,提供,提供,なし,,,,Y,,,N,N
1210229,スクルドエンジェル保育園稲毛園,,,私立,,N,N,認可保育施設,千葉市稲毛区小中台町567 稲毛スカイタウン1階,,35.6370974,140.0956484,,043-306-1605,,30,0,5,7:00,20:00,N,,Y,N,N,N,Y,20180101,,4,,なし,なし,提供,提供,なし,,,,Ｎ,,,N,N
1210230,KORU保育園,,,私立,,N,N,認可保育施設,千葉市稲毛区小仲台2-8-25 第8横土ビル1F,,35.6375579,140.0951501,,043-251-0220,,36,0,5,7:00,20:00,N,,Y,N,N,N,N,20180101,,1,,なし,なし,提供,提供,なし,,,,Ｎ,,,N,N
1210231,都賀せいわ保育園,,,私立,,N,N,認可保育施設,千葉市若葉区都賀4-1-8,,35.639791,140.14485,,043-312-8934,,20,0,5,7:00,20:00,N,N,Y,N,,N,N,20180101,,2,,なし,なし,提供,提供,指定（3歳以上）,,,,N,,,N,N
1210232,やまどり保育園,,,私立,,N,N,認可保育施設,千葉市若葉区都賀3-12-3,,35.634838,140.150882,,043-214-2902,,48,0,5,7:00,20:00,N,,Y,N,N,N,Y,20180101,,0,,なし,なし,提供,提供,なし,,,,Ｎ,,,N,N
1210233,マリア保育園,,,私立,,N,N,認可保育施設,千葉市若葉区みつわ台3-6,,35.640541,140.136992,,043-255-3606,,20,0,2,7:00,20:00,N,,Y,N,,N,N,20180101,,8,,なし,なし,提供,,なし,,,,Y,,,N,N
1210234,稲毛こどもの木保育園,,,私立,,N,N,認可保育施設,千葉市稲毛区穴川3-6-17,,35.6376147,140.1082025,,043-207-5520,,36,0,5,7:00,20:00,N,,Y,N,N,N,Y,20180101,,3,,なし,なし,提供,提供,なし,,,,N,,,N,N
1210235,トレジャーキッズ保育園おゆみ野,,,私立,,N,N,認可保育施設,千葉市緑区おゆみ野南3-30 サンクレイドルおゆみ野ステーションウィズ１Ｆ,,35.5491413,140.1673698,,043-309-8677,,28,0,5,7:00,20:00,N,,Y,N,N,N,N,20180101,,3,,なし,なし,提供,提供,なし,,,,Ｎ,,,N,N
1210236,キッズガーデン海浜幕張保育園,,,私立,,N,N,認可保育施設,千葉市美浜区ひび野2-1-1 QVCスクエア2F,,35.6468804,140.0394622,,043-306-6288,,55,0,5,7:00,19:00,N,,Y,Y,N,N,N,20180101,,0,,なし,指定,提供,提供,なし,,,,Y,,,N,N
1210320,検見川わくわく保育園,,,私立,,N,N,認可保育施設,千葉市花見川区検見川町5-2232-2,,35.6443246,140.072771,,043-242-7737,,30,,,,,,,Y,,,,Y,20180101,,2,,,,,,,,,,,,,,
3210006,認定こども園かしの木学園,,,私立,,N,Y,認可保育施設,千葉市緑区おゆみ野2-1-15,,35.5649224,140.1728191,,043-300-3535,,59,0,5,7:00,20:00,N,,Y,N,N,N,N,20180101,,4,,指定（幼稚園部のみ）,なし,提供,提供,指定（幼稚園部のみ）,特定負担あり,,,Y,,,N,N
3210118,小ばと幼稚園,,学校法人聖メリー学園,私立,,N,Y,認可保育施設,千葉市稲毛区天台1-7-17,,35.6329686,140.1135743,http://kobato.ac.jp/gaiyou.html,043-251-6471,,155,0,5,7:30,18:30,N,,N,N,N,N,N,20180101,,22,,指定,指定,提供,提供,指定,特定負担あり,,,Y,,,N,N
3210134,白梅幼稚園,,,私立,,N,Y,認可保育施設,千葉市緑区誉田町2-24,,35.5468545,140.2124477,http://www.hamano.ac.jp/siraume/index.html,043-291-0135,,145,0,5,7:00,20:00,N,,Y,N,N,N,N,20180101,,10,,指定（3歳以上）,指定（3歳以上）,提供,提供,指定（3歳以上）,特定負担あり,,,Y,,,N,N
3210135,植草学園大学附属弁天こども園,,,私立,,N,Y,認可保育施設,千葉市中央区弁天2-7-1,,35.6156494,140.1148839,http://nursery-school.uekusa.ac.jp/,043-290-1789,,145,0,5,7:00,20:00,N,,Y,N,N,N,Y,20180101,,2,,指定（3歳以上）,指定,提供,提供,なし,特定負担あり,,,Y,,,N,N
3210202,認定こども園葵幼稚園,,,私立,,N,Y,認可保育施設,千葉市中央区仁戸名町205,,35.592095,140.162153,http://aoi-kindergarten.ed.jp/,043-261-7095,,185,3,5,7:30,18:30,N,,N,N,,N,N,20180101,,70,,指定,指定,,提供,指定,特定負担あり,,,Y,,,N,N
3210204,認定こども園仁戸名幼稚園,,,私立,,N,Y,認可保育施設,千葉市中央区仁戸名町616,,35.585487,140.155742,http://www.nitona.ac.jp/,043-261-5618,,175,3,5,7:30,18:30,N,,N,N,,N,N,20180101,,20,,指定,指定,,提供,指定,特定負担あり,,,Y,,,N,N
3210206,認定こども園はまの幼稚園,,,私立,,N,Y,認可保育施設,千葉市中央区浜野町1252-4,,35.558447,140.129817,http://www.hamano.ac.jp/,043-261-0725,,325,0,5,7:00,20:00,N,,Y,N,,N,N,20180101,,11,,指定（3歳以上）,指定,提供,提供,指定,特定負担あり,,,Y,,,N,N
3210207,認定こども園ひまわり幼稚園,,,私立,,N,Y,認可保育施設,千葉市中央区松ヶ丘町611,,35.58612,140.151947,http://himawari-youchien.com/,043-261-2719,,125,3,5,8:00,19:00,N,,N,N,,N,N,20180101,,21,,指定,指定,,提供,指定,特定負担あり,,,Y,,,N,N
3210208,認定こども園みつわ台幼稚園,,,私立,,N,Y,認可保育施設,千葉市若葉区みつわ台4-23-5,,35.644052,140.134614,http://mitsuwadai.jp/,043-251-3331,,170,3,5,7:30,18:30,N,,N,N,,N,Y,20180101,,15,,指定,指定,,提供,指定,特定負担あり,,,Y,,,N,N
3210210,認定こども園ｷｯｽﾞﾋﾞﾚｯｼﾞ,,,私立,,N,Y,認可保育施設,千葉市緑区おゆみ野4-30,,35.557704,140.179575,http://kidsvillage.azalee.or.jp/,043-308-5528,,280,0,5,7:00,20:00,N,,Y,N,,N,N,20180101,,11,,指定（3歳以上）,指定,提供,提供,指定,特定負担あり,,,Y,,,N,N
3210211,認定こども園ほまれ幼稚園,,,私立,,N,Y,認可保育施設,千葉市緑区誉田町1-1007,,35.561506,140.201396,http://homare-kindergarten.org/,043-291-1365,,45,3,5,7:30,18:30,N,,N,N,,N,N,20180101,,50,,指定,指定,,提供,指定,,,,Y,,,N,N
3210212,認定こども園あいりす幼稚園,,,私立,,N,Y,認可保育施設,千葉市美浜区幸町2-9-3,,35.617767,140.093924,http://iris.ac.jp/,043-247-3921,,100,3,5,7:30,18:30,N,,N,N,,N,N,20180101,,1,,指定,指定,,提供,指定,特定負担あり,,,Y,,,N,N
3210213,認定こども園高洲幼稚園,,,私立,,N,Y,認可保育施設,千葉市美浜区高洲3-3-12,,35.626207,140.073298,http://www.takasu.ed.jp/,043-278-1910,,135,1,5,7:00,19:00,N,,Y,N,,N,N,20180101,,1,,指定,指定,提供,提供,指定,特定負担あり,,,Y,,,N,N
3210214,認定こども園高浜幼稚園,,,私立,,N,Y,認可保育施設,千葉市美浜区高浜1-8-2,,35.61998,140.073126,http://takahama.ed.jp/,043-246-7090,,155,3,5,7:30,18:30,N,,N,N,,N,N,20180101,,1,,指定,指定,,提供,指定,特定負担あり,,,Y,,,N,N
3210215,認定こども園千葉さざなみ幼稚園,,,私立,,N,Y,認可保育施設,千葉市美浜区高洲1-1-20,,35.628415,140.0828,https://www.sazanami.ed.jp/,043-243-3373,,100,3,5,7:00,18:00,N,,N,N,,N,N,20180101,,50,,指定,指定,,提供,指定,,,,Y,,,N,N
3210216,認定こども園真砂幼稚園,,,私立,,N,Y,認可保育施設,千葉市美浜区真砂1-12-9,,35.633517,140.069093,http://www.masago.ed.jp/,043-278-3310,,230,3,5,7:30,18:30,N,,N,N,,N,N,20180101,,26,,指定,指定,,提供,指定,特定負担あり,,,Y,,,N,N
4210007,青葉の森保育館,,,私立,,N,N,認可保育施設,千葉市中央区千葉寺町1210-7,,35.5934585,140.1351552,,043-208-7219,,12,0,2,7:00,19:00,N,,Y,N,N,N,N,20180101,,2,,なし,なし,提供,,なし,,,,N,,,N,N
